id,title,authors,citation_issue,pdf_filename,published_at,slug,type,url
937,"Review of *The Country of Lost Children: An Australian Anxiety*, by Peter Pierce",Graeme Turner,19.2,review-by-graeme-turner-19-2.pdf,1999-10-01,review-by-graeme-turner12,review,https://www.australianliterarystudies.com.au/articles/review-by-graeme-turner12
938,A Survey,Michael Wilding,8.2,a-survey-michael-wilding-8-2.pdf,1977-10-01,a-survey,essay,https://www.australianliterarystudies.com.au/articles/a-survey
939,Un-Australian Activities?: Mary Gilmore’s Version from the Spanish,Jennifer Strauss,18.2,un-australian-activities-mary-gilmores-jennifer-strauss-18-2.pdf,1997-10-01,un-australian-activities-mary-gilmores-version-from-the-spanish,essay,https://www.australianliterarystudies.com.au/articles/un-australian-activities-mary-gilmores-version-from-the-spanish
940,Revisiting the ‘Mystery of a Novel Contest’ : The ‘Daily Telegraph’ and ‘Come in Spinner’,Bridget Griffen-Foley,19.4,revisiting-the-mystery-of-bridget-griffen-foley-19-4.pdf,2000-10-01,revisiting-the-mystery-of-a-novel-contest-the-daily-telegraph-and-come-in-spinner,essay,https://www.australianliterarystudies.com.au/articles/revisiting-the-mystery-of-a-novel-contest-the-daily-telegraph-and-come-in-spinner
941,Francis Webb’s Challenge to Mid-Century Mythmaking: The Case of Ludwig Leichhardt,Michael Joseph Griffith,10.4,francis-webbs-challenge-to-michael-joseph-griffith-10-4.pdf,1982-10-01,francis-webbs-challenge-to-mid-century-mythmaking-the-case-of-ludwig-leichhardt,essay,https://www.australianliterarystudies.com.au/articles/francis-webbs-challenge-to-mid-century-mythmaking-the-case-of-ludwig-leichhardt
942,Marcus Clarke’s Library,Ann-Mari Jordens,7.4,marcus-clarkes-library-ann-mari-jordens-7-4.pdf,1976-10-01,marcus-clarkes-library,essay,https://www.australianliterarystudies.com.au/articles/marcus-clarkes-library
943,Daniel Deniehy : A Checklist of Writings and Speeches,Frances Devlin-Glass,9.3,daniel-deniehy-a-frances-devlin-glass-9-3.pdf,1980-05-01,daniel-deniehy-a-checklist-of-writings-and-speeches,essay,https://www.australianliterarystudies.com.au/articles/daniel-deniehy-a-checklist-of-writings-and-speeches
944,‘Unrelaxing Fortitude’ : Susannah Franklin,Jane Hunt,20.4,unrelaxing-fortitude-susannah-jane-hunt-20-4.pdf,2002-10-01,unrelaxing-fortitude-susannah-franklin,essay,https://www.australianliterarystudies.com.au/articles/unrelaxing-fortitude-susannah-franklin
945,My Brilliant Career and Radicalism,Bruce Scates,20.4,my-brilliant-career-and-bruce-scates-20-4.pdf,2002-10-01,my-brilliant-career-and-radicalism,essay,https://www.australianliterarystudies.com.au/articles/my-brilliant-career-and-radicalism
946,Review by Gillian Whitlock,Gillian Whitlock,14.3,review-by-gillian-whitlock-14-3.pdf,1990-05-01,review-by-gillian-whitlock1,review,https://www.australianliterarystudies.com.au/articles/review-by-gillian-whitlock1
947,Anthologies and Orthodoxies,Jennifer Strauss,13.1,anthologies-and-orthodoxies-jennifer-strauss-13-1.pdf,1987-05-01,anthologies-and-orthodoxies,essay,https://www.australianliterarystudies.com.au/articles/anthologies-and-orthodoxies
948,Review by Graeme Turner,Graeme Turner,13.1,review-by-graeme-turner-13-1.pdf,1987-05-01,review-by-graeme-turner123,review,https://www.australianliterarystudies.com.au/articles/review-by-graeme-turner123
949,New Directions Via ‘A Body of Water’,Beverley Farmer,17.2,new-directions-via-a-beverley-farmer-17-2.pdf,1995-10-01,new-directions-via-a-body-of-water,essay,https://www.australianliterarystudies.com.au/articles/new-directions-via-a-body-of-water
950,The Watcher on the Cast Iron Balcony : Hal Porter’s Triumph of Creative Contradiction,D. R. Burns,12.3,the-watcher-on-the-d-r-burns-12-3.pdf,1986-05-01,the-watcher-on-the-cast-iron-balcony-hal-porters-triumph-of-creative-contradiction,essay,https://www.australianliterarystudies.com.au/articles/the-watcher-on-the-cast-iron-balcony-hal-porters-triumph-of-creative-contradiction
951,‘Death and the Woman’ : Looking at Francis Webb’s ‘Lament for St Maria Goretti’,Bernadette Brennan,21.3,death-and-the-woman-bernadette-brennan-21-3.pdf,2004-05-01,death-and-the-woman-looking-at-francis-webbs-lament-for-st-maria-goretti,essay,https://www.australianliterarystudies.com.au/articles/death-and-the-woman-looking-at-francis-webbs-lament-for-st-maria-goretti
952,Interview with Andrew Taylor,"John Kinsella, Andrew Taylor",21.3,interview-with-andrew-taylor-andrew-taylor-21-3.pdf,2004-05-01,interview-with-andrew-taylor,essay,https://www.australianliterarystudies.com.au/articles/interview-with-andrew-taylor
953,"Some Developments in Short Fiction, 1969-1980",Bruce A. Clunies Ross,10.2,some-developments-in-short-bruce-a-clunies-ross-10-2.pdf,1981-10-01,some-developments-in-short-fiction-1969-1980,essay,https://www.australianliterarystudies.com.au/articles/some-developments-in-short-fiction-1969-1980
954,"Review of Literature and the Aborigine in Australia, by J. J. Healy",Brian Kiernan,9.2,review-by-brian-kiernan-9-2.pdf,1979-10-01,review-by-brian-kiernan123,review,https://www.australianliterarystudies.com.au/articles/review-by-brian-kiernan123
955,‘From the Lips of a Lady’ : Mrs A.M. Hamilton-Grey’s First Biography of Henry Kendall,Jill Dimond,21.3,from-the-lips-of-jill-dimond-21-3.pdf,2004-05-01,from-the-lips-of-a-lady-mrs-am-hamilton-greys-first-biography-of-henry-kendall,essay,https://www.australianliterarystudies.com.au/articles/from-the-lips-of-a-lady-mrs-am-hamilton-greys-first-biography-of-henry-kendall
956,Drama’s Vitallest Expression : The Fiction of Olga Masters,Dorothy Jones,13.1,dramas-vitallest-expression-dorothy-jones-13-1.pdf,1987-05-01,dramas-vitallest-expression-the-fiction-of-olga-masters,essay,https://www.australianliterarystudies.com.au/articles/dramas-vitallest-expression-the-fiction-of-olga-masters
957,Art as Reflection in Jessica Anderson’s Tirra Lirra by the River,Roslynn D. Haynes,12.3,art-as-reflection-in-roslynn-d-haynes-12-3.pdf,1986-05-01,art-as-reflection-in-jessica-andersons-tirra-lirra-by-the-river,essay,https://www.australianliterarystudies.com.au/articles/art-as-reflection-in-jessica-andersons-tirra-lirra-by-the-river
958,Martin Boyd’s Missing Novels : A Partial Solution,Terence O'Neill,8.3,martin-boyds-missing-novels-terence-oneill-8-3.pdf,1978-05-01,martin-boyds-missing-novels-a-partial-solution,essay,https://www.australianliterarystudies.com.au/articles/martin-boyds-missing-novels-a-partial-solution
959,An Interview with Tim Winton,"Andrew Taylor, Tim Winton",17.4,an-interview-with-tim-tim-winton-17-4.pdf,1996-10-01,an-interview-with-tim-winton,essay,https://www.australianliterarystudies.com.au/articles/an-interview-with-tim-winton
960,Review by Graeme Turner,Graeme Turner,14.4,review-by-graeme-turner-14-4.pdf,1990-10-01,review-by-graeme-turner1234,review,https://www.australianliterarystudies.com.au/articles/review-by-graeme-turner1234
961,Society of Women Writers 1925-1935,Lesley Heath,21.3,society-of-women-writers-lesley-heath-21-3.pdf,2004-05-01,society-of-women-writers-1925-1935,essay,https://www.australianliterarystudies.com.au/articles/society-of-women-writers-1925-1935
962,Review by Susan Lever,Susan Lever,15.4,review-by-susan-lever-15-4.pdf,1992-10-01,review-by-susan-lever12,review,https://www.australianliterarystudies.com.au/articles/review-by-susan-lever12
963,Patrick White and Murray Bail : Appropriations of ‘The Prodigal Son’,Glen Thomas,15.1,patrick-white-and-murray-glen-thomas-15-1.pdf,1991-05-01,patrick-white-and-murray-bail-appropriations-of-the-prodigal-son,essay,https://www.australianliterarystudies.com.au/articles/patrick-white-and-murray-bail-appropriations-of-the-prodigal-son
964,Review by Beverley Kingston,Beverley Kingston,13.3,review-by-beverley-kingston-13-3.pdf,1988-05-01,review-by-beverley-kingston1,review,https://www.australianliterarystudies.com.au/articles/review-by-beverley-kingston1
965,An Interview with Peter Mathers,"Laurie Clancy, Peter Mathers, Peter Mathers",8.2,an-interview-with-peter-peter-mathers-peter-mathers-8-2.pdf,1977-10-01,an-interview-with-peter-mathers,essay,https://www.australianliterarystudies.com.au/articles/an-interview-with-peter-mathers
966,Review by Julian Croft,Julian Croft,9.1,review-by-julian-croft-9-1.pdf,1979-05-01,review-by-julian-croft123,review,https://www.australianliterarystudies.com.au/articles/review-by-julian-croft123
967,‘Voss’ and Jacob Boehme : A Note on the Spirituality of Patrick White,John Coates,9.1,voss-and-jacob-boehme-john-coates-9-1.pdf,1979-05-01,voss-and-jacob-boehme-a-note-on-the-spirituality-of-patrick-white,essay,https://www.australianliterarystudies.com.au/articles/voss-and-jacob-boehme-a-note-on-the-spirituality-of-patrick-white
968,Thomas Keneally : A Checklist,Marianne Ehrhardt,9.1,thomas-keneally-a-marianne-ehrhardt-9-1.pdf,1979-05-01,thomas-keneally-a-checklist,essay,https://www.australianliterarystudies.com.au/articles/thomas-keneally-a-checklist
969,Thomas Keneally and the Scheme of Things,Adrian Mitchell,9.1,thomas-keneally-and-the-adrian-mitchell-9-1.pdf,1979-05-01,thomas-keneally-and-the-scheme-of-things,essay,https://www.australianliterarystudies.com.au/articles/thomas-keneally-and-the-scheme-of-things
970,Annual Bibliography of Studies in Australian Literature : 1978,"Nancy Bonnin, Margaret Brenan, Marianne Ehrhardt",9.1,annual-bibliography-of-studies-9-1.pdf,1979-05-01,annual-bibliography-of-studies-in-australian-literature-1978,essay,https://www.australianliterarystudies.com.au/articles/annual-bibliography-of-studies-in-australian-literature-1978
971,The Historical Source for Ada Cambridge’s ‘the Camp’,Louise Wakeling,14.1,the-historical-source-for-louise-wakeling-14-1.pdf,1989-05-01,the-historical-source-for-ada-cambridges-the-camp,essay,https://www.australianliterarystudies.com.au/articles/the-historical-source-for-ada-cambridges-the-camp
972,An Imaginary Life : The Dimensions of Self,Harry Payne Heseltine,14.1,an-imaginary-life-harry-payne-heseltine-14-1.pdf,1989-05-01,an-imaginary-life-the-dimensions-of-self,essay,https://www.australianliterarystudies.com.au/articles/an-imaginary-life-the-dimensions-of-self
973,Reviews,Craig Munro,14.1,review-by-craig-munro-14-1.pdf,1989-05-01,reviews1,review,https://www.australianliterarystudies.com.au/articles/reviews1
974,Reviews,Ken A. Stewart,14.1,review-by-ken-a-stewart-14-1.pdf,1989-05-01,reviews12,review,https://www.australianliterarystudies.com.au/articles/reviews12
975,Notes and Documents : Some Correspondence with Joan Lindsay,Donald Barrett,14.1,notes-and-documents-donald-barrett-14-1.pdf,1989-05-01,notes-and-documents-some-correspondence-with-joan-lindsay,essay,https://www.australianliterarystudies.com.au/articles/notes-and-documents-some-correspondence-with-joan-lindsay
976,Annual Bibliography of Studies in Australian Literature : 1988,"Carol Hetherington, Irmtraud Petersson",14.1,annual-bibliography-of-studies-14-1.pdf,1989-05-01,annual-bibliography-of-studies-in-australian-literature-1988,essay,https://www.australianliterarystudies.com.au/articles/annual-bibliography-of-studies-in-australian-literature-1988
977,Reviews,Shirley Walker,14.1,review-by-shirley-walker-14-1.pdf,1989-05-01,reviews123,review,https://www.australianliterarystudies.com.au/articles/reviews123
978,Reviews,James Wieland,14.1,review-by-james-wieland-14-1.pdf,1989-05-01,reviews1234,review,https://www.australianliterarystudies.com.au/articles/reviews1234
979,Reviews,Susan Sheridan,14.1,review-by-susan-sheridan-14-1.pdf,1989-05-01,reviews12345,review,https://www.australianliterarystudies.com.au/articles/reviews12345
980,Reviews,Vincent O'Sullivan,14.1,review-by-vincent-osullivan-14-1.pdf,1989-05-01,reviews123456,review,https://www.australianliterarystudies.com.au/articles/reviews123456
981,Historical Patterns in the Multiple Effects of Rainshadow and The Tall Man,Diane Molloy,28.3,historical-patterns-in-the-diane-molloy-28-3.pdf,2013-10-01,historical-patterns-in-the-multiple-effects-of-rainshadow-and-the-tall-man,essay,https://www.australianliterarystudies.com.au/articles/historical-patterns-in-the-multiple-effects-of-rainshadow-and-the-tall-man
982,Review by Cliff Hanna,Cliff Hanna,9.1,review-by-cliff-hanna-9-1.pdf,1979-05-01,review-by-cliff-hanna1,review,https://www.australianliterarystudies.com.au/articles/review-by-cliff-hanna1
983,Correspondence,Hal Porter,9.1,correspondence-hal-porter-9-1.pdf,1979-05-01,correspondence123,essay,https://www.australianliterarystudies.com.au/articles/correspondence123
984,Review by John Colmer,John Colmer,9.1,review-by-john-colmer-9-1.pdf,1979-05-01,review-by-john-colmer1234567,review,https://www.australianliterarystudies.com.au/articles/review-by-john-colmer1234567
985,Jimmy Governor and Jimmie Blacksmith,Henry Reynolds,9.1,jimmy-governor-and-jimmie-henry-reynolds-9-1.pdf,1979-05-01,jimmy-governor-and-jimmie-blacksmith,essay,https://www.australianliterarystudies.com.au/articles/jimmy-governor-and-jimmie-blacksmith
986,"Poetry into Life, Life into Poetry : Judith Wright and the Academy",Noel Macainsh,9.1,poetry-into-life-life-noel-macainsh-9-1.pdf,1979-05-01,poetry-into-life-life-into-poetry-judith-wright-and-the-academy,essay,https://www.australianliterarystudies.com.au/articles/poetry-into-life-life-into-poetry-judith-wright-and-the-academy
987,The Chant of Jimmie Blacksmith : The Film of the Book,Jack Clancy,9.1,the-chant-of-jimmie-jack-clancy-9-1.pdf,1979-05-01,the-chant-of-jimmie-blacksmith-the-film-of-the-book,essay,https://www.australianliterarystudies.com.au/articles/the-chant-of-jimmie-blacksmith-the-film-of-the-book
988,R.D. FitzGerald’s The Face of the Waters,Julian Croft,9.1,rd-fitzgeralds-the-face-julian-croft-9-1.pdf,1979-05-01,rd-fitzgeralds-the-face-of-the-waters,essay,https://www.australianliterarystudies.com.au/articles/rd-fitzgeralds-the-face-of-the-waters
989,T. Inglis Moore,C. B. Christesen,9.1,t-inglis-moore-c-b-christesen-9-1.pdf,1979-05-01,t-inglis-moore,essay,https://www.australianliterarystudies.com.au/articles/t-inglis-moore
990,A.D. Hope’s ‘Three Faces of Love’,Susan Moore,10.3,ad-hopes-three-faces-susan-moore-10-3.pdf,1982-05-01,ad-hopes-three-faces-of-love,essay,https://www.australianliterarystudies.com.au/articles/ad-hopes-three-faces-of-love
991,Evoking Empathy: Structures of Language and Feeling in Robert Gray’s Poetry,John Stephens,14.4,evoking-empathy-structures-of-john-stephens-14-4.pdf,1990-10-01,evoking-empathy-structures-of-language-and-feeling-in-robert-grays-poetry,essay,https://www.australianliterarystudies.com.au/articles/evoking-empathy-structures-of-language-and-feeling-in-robert-grays-poetry
992,"Murnane, Husserl, Derrida : The Scene of Writing",Imre Salusinszky,14.2,murnane-husserl-derrida-imre-salusinszky-14-2.pdf,1989-10-01,murnane-husserl-derrida-the-scene-of-writing,essay,https://www.australianliterarystudies.com.au/articles/murnane-husserl-derrida-the-scene-of-writing
993,Some Remarks on the Late Great Hal Porter,Thelma Forshaw,12.1,some-remarks-on-the-thelma-forshaw-12-1.pdf,1985-05-01,some-remarks-on-the-late-great-hal-porter,essay,https://www.australianliterarystudies.com.au/articles/some-remarks-on-the-late-great-hal-porter
994,Olivia and Chloe : Fictions of Female Friendship,Dorothy Jones,14.1,olivia-and-chloe-dorothy-jones-14-1.pdf,1989-05-01,olivia-and-chloe-fictions-of-female-friendship,essay,https://www.australianliterarystudies.com.au/articles/olivia-and-chloe-fictions-of-female-friendship
995,Review by Leigh Dale,Leigh Dale,18.3,review-by-leigh-dale-18-3.pdf,1998-05-01,review-by-leigh-dale,review,https://www.australianliterarystudies.com.au/articles/review-by-leigh-dale
996,A Fiction of Sisters : Christina Stead’s Letty Fox and For Love Alone,Anita Kristina Segerberg,14.1,a-fiction-of-sisters-anita-kristina-segerberg-14-1.pdf,1989-05-01,a-fiction-of-sisters-christina-steads-letty-fox-and-for-love-alone,essay,https://www.australianliterarystudies.com.au/articles/a-fiction-of-sisters-christina-steads-letty-fox-and-for-love-alone
997,‘What You See Must Be Other’: Language and Eros in the Poetry of Richard Kelly Tipping,Joseph Swann,13.3,what-you-see-must-joseph-swann-13-3.pdf,1988-05-01,what-you-see-must-be-other-language-and-eros-in-the-poetry-of-richard-kelly-tipping,essay,https://www.australianliterarystudies.com.au/articles/what-you-see-must-be-other-language-and-eros-in-the-poetry-of-richard-kelly-tipping
998,New Light on Ada Cambridge,Margaret Bradstock,14.1,new-light-on-ada-margaret-bradstock-14-1.pdf,1989-05-01,new-light-on-ada-cambridge,essay,https://www.australianliterarystudies.com.au/articles/new-light-on-ada-cambridge
999,Writers by Accident?: Recent Stocktaking of ‘Tasma’ and Paterson,Michael Ackland,17.2,review-by-michael-ackland-17-2.pdf,1995-10-01,writers-by-accident-recent-stocktaking-of-tasma-and-paterson,review,https://www.australianliterarystudies.com.au/articles/writers-by-accident-recent-stocktaking-of-tasma-and-paterson
1000,The Struggle of the Modern in Australia,Bruce A. Clunies Ross,11.3,the-struggle-of-the-bruce-a-clunies-ross-11-3.pdf,1984-05-01,the-struggle-of-the-modern-in-australia,essay,https://www.australianliterarystudies.com.au/articles/the-struggle-of-the-modern-in-australia
1001,That Hilarious Supplement: Gerald Murnane’s ‘A Lifetiem on Clouds’,Imre Salusinszky,15.4,that-hilarious-supplement-gerald-imre-salusinszky-15-4.pdf,1992-10-01,that-hilarious-supplement-gerald-murnanes-a-lifetiem-on-clouds,essay,https://www.australianliterarystudies.com.au/articles/that-hilarious-supplement-gerald-murnanes-a-lifetiem-on-clouds
1002,Editors’ Statements [Stephen Murray-Smith],Stephen Murray-Smith,10.2,editors-statements-stephen-murray-smith-stephen-murray-smith-10-2.pdf,1981-10-01,editors-statements-stephen-murray-smith,essay,https://www.australianliterarystudies.com.au/articles/editors-statements-stephen-murray-smith
1003,Sonnet Sequences in Australia (1832-1990): A Preliminary Checklist,Horst Priessnitz,16.2,sonnet-sequences-in-australia-16-2.pdf,1993-10-01,sonnet-sequences-in-australia-1832-1990-a-preliminary-checklist,essay,https://www.australianliterarystudies.com.au/articles/sonnet-sequences-in-australia-1832-1990-a-preliminary-checklist
1004,‘Beyond the Regions of Ordinary ‘Lady’ Verse’: Two Uncollected Poems by Louisa Anne Meredith,Judith Johnston,18.2,beyond-the-regions-of-judith-johnston-18-2.pdf,1997-10-01,beyond-the-regions-of-ordinary-lady-verse-two-uncollected-poems-by-louisa-anne-meredith,essay,https://www.australianliterarystudies.com.au/articles/beyond-the-regions-of-ordinary-lady-verse-two-uncollected-poems-by-louisa-anne-meredith
1005,Review by Philip Mead,Philip Mead,14.4,review-by-philip-mead-14-4.pdf,1990-10-01,review-by-philip-mead,review,https://www.australianliterarystudies.com.au/articles/review-by-philip-mead
1006,"Art, Life and Authority in Australian Literary Culture: Marr and White",Alan Lawson,15.4,art-life-and-authority-alan-lawson-15-4.pdf,1992-10-01,art-life-and-authority-in-australian-literary-culture-marr-and-white,essay,https://www.australianliterarystudies.com.au/articles/art-life-and-authority-in-australian-literary-culture-marr-and-white
1007,"Three Talks: David Malouf, Les Murray and David Rowbotham : Les Murray",Les Murray,11.3,three-talks-david-malouf-les-murray-11-3.pdf,1984-05-01,three-talks-david-malouf-les-murray-and-david-rowbotham-les-murray,essay,https://www.australianliterarystudies.com.au/articles/three-talks-david-malouf-les-murray-and-david-rowbotham-les-murray
1008,Australian Paintings in England,J. S. Manifold,13.3,australian-paintings-in-england-j-s-manifold-13-3.pdf,1988-05-01,australian-paintings-in-england,essay,https://www.australianliterarystudies.com.au/articles/australian-paintings-in-england
1009,Texts and Contexts of the Availability and Editing of Australian Texts,Laurie Hergenhan,12.3,texts-and-contexts-of-laurie-hergenhan-12-3.pdf,1986-05-01,texts-and-contexts-of-the-availability-and-editing-of-australian-texts,essay,https://www.australianliterarystudies.com.au/articles/texts-and-contexts-of-the-availability-and-editing-of-australian-texts
1010,"Ezra Pound, Frederic Manning and James Griffyth Fairfax",Laurie Hergenhan,11.3,ezra-pound-frederic-manning-laurie-hergenhan-11-3.pdf,1984-05-01,ezra-pound-frederic-manning-and-james-griffyth-fairfax,essay,https://www.australianliterarystudies.com.au/articles/ezra-pound-frederic-manning-and-james-griffyth-fairfax
1011,The Public Image of John Shaw Neilson,Cliff Hanna,12.3,the-public-image-of-cliff-hanna-12-3.pdf,1986-05-01,the-public-image-of-john-shaw-neilson,essay,https://www.australianliterarystudies.com.au/articles/the-public-image-of-john-shaw-neilson
1012,"Review of Networked Language: Culture and History in Australian Poetry, by Philip Mead.",Ross Chambers,25.1,review-by-ross-chambers-25-1.pdf,2010-05-01,review-by-ross-chambers,review,https://www.australianliterarystudies.com.au/articles/review-by-ross-chambers
1013,Dal Stivens (1911-1997) – A Tribute,Harry Payne Heseltine,18.2,dal-stivens-1911-1997-harry-payne-heseltine-18-2.pdf,1997-10-01,dal-stivens-1911-1997-a-tribute,essay,https://www.australianliterarystudies.com.au/articles/dal-stivens-1911-1997-a-tribute
1014,Review of Modern Australian Prose: 1901-1975. A Guide to Information Sources,Laurie Hergenhan,10.3,review-by-laurie-hergenhan-10-3.pdf,1982-05-01,review-by-laurie-hergenhan12345678910,review,https://www.australianliterarystudies.com.au/articles/review-by-laurie-hergenhan12345678910
1015,Nationalism before Nationhood: Overseas Horizons in Debates of the 1880s,Gerhard Stilz,14.4,nationalism-before-nationhood-overseas-gerhard-stilz-14-4.pdf,1990-10-01,nationalism-before-nationhood-overseas-horizons-in-debates-of-the-1880s,essay,https://www.australianliterarystudies.com.au/articles/nationalism-before-nationhood-overseas-horizons-in-debates-of-the-1880s
1016,Is There No End to Travelling? Paul Carter in the Linguistic No-Man’s-Land,Lars Jensen,17.1,is-there-no-end-lars-jensen-17-1.pdf,1995-05-01,is-there-no-end-to-travelling-paul-carter-in-the-linguistic-no-mans-land,essay,https://www.australianliterarystudies.com.au/articles/is-there-no-end-to-travelling-paul-carter-in-the-linguistic-no-mans-land
1017,Charles Harpur’s ‘Midsummer Noon’ : A Structuralist Approach,Noel Macainsh,8.4,charles-harpurs-midsummer-noon-noel-macainsh-8-4.pdf,1978-10-01,charles-harpurs-midsummer-noon-a-structuralist-approach,essay,https://www.australianliterarystudies.com.au/articles/charles-harpurs-midsummer-noon-a-structuralist-approach
1018,Patrick White: Misconceptions about Jung’s Influence,David J. Tacey,9.2,patrick-white-misconceptions-about-david-j-tacey-9-2.pdf,1979-10-01,patrick-white-misconceptions-about-jungs-influence,essay,https://www.australianliterarystudies.com.au/articles/patrick-white-misconceptions-about-jungs-influence
1019,The One-Actor Play in Australian Drama,Jeremy Ridgman,10.1,the-one-actor-play-in-jeremy-ridgman-10-1.pdf,1981-05-01,the-one-actor-play-in-australian-drama,essay,https://www.australianliterarystudies.com.au/articles/the-one-actor-play-in-australian-drama
1020,"Mona Brand : A Checklist, 1935-1980",Christine M. Tilley,10.1,mona-brand-a-10-1.pdf,1981-05-01,mona-brand-a-checklist-1935-1980,essay,https://www.australianliterarystudies.com.au/articles/mona-brand-a-checklist-1935-1980
1021,On Our Selection : Special Australian Issues of Overseas Journals,Adrian Mitchell,10.1,on-our-selection-adrian-mitchell-10-1.pdf,1981-05-01,on-our-selection-special-australian-issues-of-overseas-journals,essay,https://www.australianliterarystudies.com.au/articles/on-our-selection-special-australian-issues-of-overseas-journals
1022,Research in Progress in Australian Literature [1981],"",10.1,research-in-progress-in-10-1.pdf,1981-05-01,research-in-progress-in-australian-literature-1981,essay,https://www.australianliterarystudies.com.au/articles/research-in-progress-in-australian-literature-1981
1023,A Frame of Reference : Rosemary Dobson’s Grace Notes for Humanity,Adrian Mitchell,10.1,a-frame-of-reference-adrian-mitchell-10-1.pdf,1981-05-01,a-frame-of-reference-rosemary-dobsons-grace-notes-for-humanity,essay,https://www.australianliterarystudies.com.au/articles/a-frame-of-reference-rosemary-dobsons-grace-notes-for-humanity
1024,‘Eyre All Alone’ : Francis Webb as Mythmaker,Patricia Excell,10.1,eyre-all-alone-patricia-excell-10-1.pdf,1981-05-01,eyre-all-alone-francis-webb-as-mythmaker,essay,https://www.australianliterarystudies.com.au/articles/eyre-all-alone-francis-webb-as-mythmaker
1025,Review of *Australian Literature to 1900: A Guide to Information Sources*,Laurie Hergenhan,10.1,review-by-laurie-hergenhan-10-1.pdf,1981-05-01,review-by-laurie-hergenhan1234567891011,review,https://www.australianliterarystudies.com.au/articles/review-by-laurie-hergenhan1234567891011
1026,Review by Barry Geoffrey Andrews,Barry Geoffrey Andrews,10.1,review-by-barry-geoffrey-andrews-10-1.pdf,1981-05-01,review-by-barry-geoffrey-andrews1,review,https://www.australianliterarystudies.com.au/articles/review-by-barry-geoffrey-andrews1
1027,Thomas Keneally’s ‘Innocent’ Men,Frances McInherny,10.1,thomas-keneallys-innocent-men-frances-mcinherny-10-1.pdf,1981-05-01,thomas-keneallys-innocent-men,essay,https://www.australianliterarystudies.com.au/articles/thomas-keneallys-innocent-men
1028,Review by F. H. Mares,F. H. Mares,10.1,review-by-f-h-mares-10-1.pdf,1981-05-01,review-by-f-h-mares12,review,https://www.australianliterarystudies.com.au/articles/review-by-f-h-mares12
1029,"The Development of an Egalitarian Poetics in the Bulletin, 1880-1890",Douglas R. Jarvis,10.1,the-development-of-an-douglas-r-jarvis-10-1.pdf,1981-05-01,the-development-of-an-egalitarian-poetics-in-the-bulletin-1880-1890,essay,https://www.australianliterarystudies.com.au/articles/the-development-of-an-egalitarian-poetics-in-the-bulletin-1880-1890
1030,Annual Bibliography of Studies in Australian Literature : 1980,Marianne Ehrhardt,10.1,annual-bibliography-of-studies-10-1.pdf,1981-05-01,annual-bibliography-of-studies-in-australian-literature-1980,essay,https://www.australianliterarystudies.com.au/articles/annual-bibliography-of-studies-in-australian-literature-1980
1031,No Tyranny of Distance : The Reception of Publications on Australia in ‘The Athenaeum’ 1828-1850,Annegret Maack,17.4,no-tyranny-of-distance-annegret-maack-17-4.pdf,1996-10-01,no-tyranny-of-distance-the-reception-of-publications-on-australia-in-the-athenaeum-1828-1850,essay,https://www.australianliterarystudies.com.au/articles/no-tyranny-of-distance-the-reception-of-publications-on-australia-in-the-athenaeum-1828-1850
1032,"Review of *Australian Literature a Reference Guide*, comp. Fred Lock and Alan Lawson",Laurie Hergenhan,9.4,review-by-laurie-hergenhan-9-4.pdf,1980-10-01,review-by-laurie-hergenhan123456789101112,review,https://www.australianliterarystudies.com.au/articles/review-by-laurie-hergenhan123456789101112
1033,Review by Leon Cantrell,Leon Cantrell,8.3,review-by-leon-cantrell-8-3.pdf,1978-05-01,review-by-leon-cantrell123,review,https://www.australianliterarystudies.com.au/articles/review-by-leon-cantrell123
1034,Life-Lines in Stormy Seas: Some Recent Collections of Women’s Diaries and Letters,Joy W. Hooton,16.1,life-lines-in-stormy-seas-joy-w-hooton-16-1.pdf,1993-05-01,life-lines-in-stormy-seas-some-recent-collections-of-womens-diaries-and-letters,essay,https://www.australianliterarystudies.com.au/articles/life-lines-in-stormy-seas-some-recent-collections-of-womens-diaries-and-letters
1035,The Alienation of Alistair Cawdor in Randolph Stow’s Visitants,Anthony J. Hassall,9.4,the-alienation-of-alistair-anthony-j-hassall-9-4.pdf,1980-10-01,the-alienation-of-alistair-cawdor-in-randolph-stows-visitants,essay,https://www.australianliterarystudies.com.au/articles/the-alienation-of-alistair-cawdor-in-randolph-stows-visitants
1036,Authors’ Statements [Thea Astley],Thea Astley,10.2,authors-statements-thea-astley-thea-astley-10-2.pdf,1981-10-01,authors-statements-thea-astley,essay,https://www.australianliterarystudies.com.au/articles/authors-statements-thea-astley
1037,Janette Turner Hospital’s Radical Re-Writing: Oedipal Charades,Laurel Bergmann,17.4,janette-turner-hospitals-radical-laurel-bergmann-17-4.pdf,1996-10-01,janette-turner-hospitals-radical-re-writing-oedipal-charades,essay,https://www.australianliterarystudies.com.au/articles/janette-turner-hospitals-radical-re-writing-oedipal-charades
1038,A Checklist of Australian Prose of the Second World War,Robin Gerster,12.2,a-checklist-of-australian-robin-gerster-12-2.pdf,1985-10-01,a-checklist-of-australian-prose-of-the-second-world-war,essay,https://www.australianliterarystudies.com.au/articles/a-checklist-of-australian-prose-of-the-second-world-war
